tick,day,cost_of_goods,opinion_mean,opinion_std,opinion_min,opinion_max,disposition_mean,disposition_max,count_quiet,count_agitated,count_flight,count_protest,count_riot,count_mob,count_employed,count_unhoused,avg_connections,homophily
755,28,100.0,0.0854790803225458,0.775426417789148,-0.9926401671724052,0.9860945522881388,-0.04153985774257059,0.5187994278702451,15,14,21,0,0,0,44,0,7.28,0.9484587576347541
756,28,100.0,0.085240521377517,0.7571756767024057,-0.9720401725148994,0.984786179436419,0.10808919454532115,0.6960574427415208,4,14,31,0,1,0,44,0,7.28,0.9484783869998658
757,29,100.0,0.08771220764807644,0.7587515346362875,-0.9720401725148994,0.984786179436419,0.0402277726225521,0.6149786144509072,11,11,28,0,0,0,44,0,7.28,0.9516875892346627
758,29,100.0,0.08771220764807644,0.7587515346362875,-0.9720401725148994,0.984786179436419,0.08305201520195435,0.6743454629878399,5,14,31,0,0,0,44,0,7.28,0.9521605962825397
759,30,100.38,0.08833784723009229,0.7660464905019537,-0.9720401725148994,0.984786179436419,0.0069919310010666735,0.47464301039799073,10,12,28,0,0,0,44,0,7.28,0.9492069749471784
760,30,100.38,0.08833784723009229,0.7660464905019537,-0.9720401725148994,0.984786179436419,0.08665226409631821,0.4700913765835154,3,15,32,0,0,0,44,0,7.28,0.9492069749471784
761,31,100.38,0.0903354919940059,0.7553861212267483,-0.9723301443472842,0.9636386691171104,0.14463197257029678,0.7739554006187889,3,10,35,1,1,0,44,0,7.28,0.9445862509977034
762,31,100.38,0.0903354919940059,0.7553861212267483,-0.9723301443472842,0.9636386691171104,0.07976938243191169,0.47132932840901,6,11,33,0,0,0,44,0,7.28,0.9446379856007092
763,32,100.38,0.09284696829443723,0.7542248691430626,-0.9723301443472842,0.9636386691171104,0.051129264870488515,0.4199592143589035,6,13,31,0,0,0,44,0,7.28,0.9484681298274685
764,32,100.38,0.09284696829443723,0.7542248691430626,-0.9723301443472842,0.9636386691171104,0.014153069331592437,0.5533130939671177,12,11,27,0,0,0,44,0,7.28,0.9484681298274685
765,33,100.38,0.09267107599242294,0.7664925145363294,-0.9821619820360425,0.9640167523982303,0.017678021545054472,0.37462993783153775,9,14,27,0,0,0,44,0,7.24,0.949194572551652
766,33,100.38,0.09351565284003631,0.7456885657395947,-0.9549353465766905,0.9475691583707676,0.1422809469672342,0.6592251399181805,1,15,34,0,0,0,44,0,7.24,0.9483310158582
767,34,100.38,0.09541926304049855,0.7536424125263617,-0.9672029823957861,0.9684377666249386,0.010201689063889581,0.5985685731056811,10,13,27,0,0,0,44,0,7.24,0.9490256875311878
768,34,100.38,0.09541926304049855,0.7536424125263617,-0.9672029823957861,0.9684377666249386,-0.07288202332190358,1.0049725594875203,16,13,21,0,0,0,44,0,7.24,0.9492423182731997
769,35,100.38,0.0961539158913884,0.7660200266158672,-0.9725153855618223,0.9806062476783333,-0.035953039166054995,0.9652554171378577,15,10,25,0,0,0,44,0,7.24,0.9439937203226968
770,35,100.38,0.0961539158913884,0.7660200266158672,-0.9725153855618223,0.9806062476783333,-0.1620454763907322,0.433122549399938,27,11,12,0,0,0,44,0,7.24,0.9446903766580271
771,36,100.38,0.10746958213067598,0.7668558058588743,-0.9779043075534415,0.9766444559781985,0.03600719955614211,0.48886446722843635,8,16,26,0,0,0,44,0,7.24,0.9466875873626122
772,36,100.38,0.10746958213067598,0.7668558058588743,-0.9779043075534415,0.9766444559781985,-0.09554255758538961,0.3079859400970206,22,7,21,0,0,0,44,0,7.24,0.9466875873626122
773,37,100.38,0.1055997197831972,0.7779581171740404,-0.9779043075534415,0.9766444559781985,-0.14210067780786792,0.25636436079089864,21,19,10,0,0,0,44,0,7.2,0.9511532933050302
774,37,100.38,0.1055997197831972,0.7779581171740404,-0.9779043075534415,0.9766444559781985,-0.03610302052864162,0.6235413635184651,13,13,24,0,0,0,44,0,7.2,0.9511532933050302
775,38,100.38,0.10827175906216499,0.7941693070695166,-0.9874284847532508,0.9862174020375702,-0.16565099230096791,0.431647165624673,25,9,16,0,0,0,44,0,7.2,0.9511615569457738
776,38,100.38,0.10731058291678709,0.7726559326971039,-0.9419414770118255,0.9813030179696285,-0.15689462251918257,0.770300991352836,28,9,13,0,0,0,44,0,7.2,0.9513614787305629
777,39,100.38,0.11221212647577852,0.7894664609418893,-0.9746418940011093,0.9836237212317868,-0.09459045070569598,0.707168912179582,17,17,16,0,0,0,44,0,7.2,0.949589563502926
778,39,100.38,0.11221212647577852,0.7894664609418893,-0.9746418940011093,0.9836237212317868,0.030759671071178305,0.7095830439908931,9,13,28,0,0,0,44,0,7.2,0.9501499373214696
779,40,100.38,0.1068829999076143,0.797429566023693,-0.9746418940011093,0.9954833007370941,-0.10684162812166989,0.23859847502267395,17,16,17,0,0,0,44,0,7.2,0.9516052900726453
780,40,100.38,0.1068829999076143,0.797429566023693,-0.9746418940011093,0.9954833007370941,-0.10563447581163456,0.8016246104555,20,13,17,0,0,0,44,0,7.2,0.9529732239801952
781,41,100.38,0.10471654620531347,0.7958126264951939,-0.9686617401613707,0.9880447560187513,0.06512201329629369,0.6436522961960642,7,15,28,0,0,0,44,0,7.2,0.9526510844119664
782,41,100.38,0.10471654620531347,0.7958126264951939,-0.9686617401613707,0.9880447560187513,-0.08108783347879965,0.5076557785879836,20,11,19,0,0,0,44,0,7.2,0.9530966230656517
783,42,100.38,0.10306801009866058,0.8058217781889916,-0.9816419185541279,0.9950003263611709,-0.11905435514232311,0.3901547174196378,20,14,16,0,0,0,44,0,7.2,0.9552909894210931
784,42,100.38,0.10306801009866058,0.8058217781889916,-0.9816419185541279,0.9950003263611709,0.07155256776989521,0.6813196734385921,5,17,28,0,0,0,44,0,7.2,0.9552909894210931
785,43,100.38,0.1036606571385741,0.8156272476729244,-0.9892576245025926,0.9979615582476282,-0.16175520405044433,0.3542724135372468,28,8,14,0,0,0,44,0,7.2,0.9561648979879326
786,43,100.38,0.10410923306115956,0.7948239302593023,-0.9594796809368107,0.9735608282142204,0.02471074414947948,0.5875482767207173,9,14,27,0,0,0,44,0,7.2,0.9574414260705544
787,44,100.38,0.10383488764918862,0.7971162027036166,-0.9594796809368107,0.9735608282142204,0.0513559879115916,0.4571531505773522,6,16,28,0,0,0,44,0,7.2,0.9579011659869738
788,44,100.38,0.10383488764918862,0.7971162027036166,-0.9594796809368107,0.9735608282142204,0.05074139554695054,0.758111580494973,7,18,25,0,0,0,44,0,7.2,0.9579011659869738
789,45,100.38,0.10311548425643649,0.8064682758336084,-0.9854325070899366,0.9735608282142204,0.09622364380140329,0.7528310037109678,5,15,30,0,0,0,44,0,7.16,0.9576522430825432
790,45,100.38,0.10311548425643649,0.8064682758336084,-0.9854325070899366,0.9735608282142204,0.05485675664353451,0.7152063814774992,6,13,31,0,0,0,44,0,7.16,0.9576522430825432
791,46,100.38,0.10394714828110814,0.7942807707372321,-0.9581152089954676,0.9722402112965193,0.053807051350457574,0.5209006125328212,8,14,28,0,0,0,44,0,7.16,0.95620430700218
792,46,100.38,0.10394714828110814,0.7942807707372321,-0.9581152089954676,0.9722402112965193,0.09513902980134398,0.577345126335537,3,14,33,0,0,0,44,0,7.16,0.9567569408876155
793,47,100.38,0.1044490572118851,0.7948398622970713,-0.9581152089954676,0.9752244663353316,0.05397845422229472,0.5067318021557692,9,10,31,0,0,0,44,0,7.16,0.9582292800917368
794,47,100.38,0.1044490572118851,0.7948398622970713,-0.9581152089954676,0.9752244663353316,0.09715409118274299,0.5991127641255914,3,16,31,0,0,0,44,0,7.16,0.9582292800917368
795,48,100.38,0.10244082022151424,0.7992193487941419,-0.9581152089954676,0.9752244663353316,-0.013427364038556584,0.7738730680611001,14,13,23,0,0,0,44,0,7.16,0.9603523227713222
796,48,100.38,0.10135924315655648,0.7787369099004033,-0.9380028665439989,0.9581245594229111,0.06897926622430942,0.5308555832143678,6,16,28,0,0,0,44,0,7.16,0.9601317022658216
797,49,100.38,0.0997667184368674,0.7873193646741137,-0.9657393574510554,0.9802230965297587,0.11977894362926005,0.7189008448583886,6,12,32,0,0,0,44,0,7.16,0.9586970008474074
798,49,100.38,0.0997667184368674,0.7873193646741137,-0.9657393574510554,0.9802230965297587,0.010920709524326964,0.44538433701923597,8,15,27,0,0,0,44,0,7.16,0.9586970008474074
799,50,100.38,0.10125745194571452,0.7925956207065405,-0.9693488947799518,0.9917713362333536,-0.050321795935111616,0.40192998981893113,16,13,21,0,0,0,44,0,7.16,0.9571207667907389
800,50,100.38,0.10125745194571452,0.7925956207065405,-0.9693488947799518,0.9917713362333536,-0.11191784281340526,0.27683866736269647,19,12,19,0,0,0,44,0,7.16,0.9571207667907389
801,51,100.38,0.10567076480329204,0.7840051414784097,-0.9868203206535959,0.9936800918611616,-0.010281075878396431,0.8835043177247603,15,14,21,0,0,0,44,0,7.16,0.9562387690033385
802,51,100.38,0.10567076480329204,0.7840051414784097,-0.9868203206535959,0.9936800918611616,0.00545187809255772,0.6813668508038354,9,16,25,0,0,0,44,0,7.16,0.9562387690033385
803,52,100.38,0.1057349409995692,0.7940831503357783,-0.9920364300622933,0.9973353250872027,-0.027340010056889977,0.780538085843888,13,12,25,0,0,0,44,0,7.16,0.9554117545783577
804,52,100.38,0.1057349409995692,0.7940831503357783,-0.9920364300622933,0.9973353250872027,-0.03363353806424604,0.5450608379467315,12,17,21,0,0,0,44,0,7.16,0.9554117545783577
805,53,100.38,0.10642007449667108,0.8070912962909397,-0.9972359371985206,0.9973353250872027,0.03587436010313948,0.7426207658972516,9,17,24,0,0,0,44,0,7.16,0.9579102557583825
806,53,100.38,0.10462338587208653,0.7845550360586756,-0.9750770634369715,0.9633942137906093,0.01737517421132477,0.6467881329024024,14,11,25,0,0,0,44,0,7.16,0.9588216298253042
807,54,100.38,0.10528110144636664,0.7941539539689509,-0.9659279167870601,0.9618891935695516,0.011271668803609613,0.4683495693264609,12,13,25,0,0,0,44,0,7.16,0.959207918496145
808,54,100.38,0.10528110144636664,0.7941539539689509,-0.9659279167870601,0.9618891935695516,0.08383273962078258,0.7091165647589208,8,15,27,0,0,0,44,0,7.16,0.959207918496145
809,55,100.38,0.10903222269223521,0.8027761912025608,-0.9688901392208608,0.9687189020513042,0.03482989201893036,0.7069801327334686,12,15,23,0,0,0,44,0,7.16,0.9610485392231441
810,55,100.38,0.10903222269223521,0.8027761912025608,-0.9688901392208608,0.9687189020513042,0.04162539185142118,0.6855775634009269,9,14,27,0,0,0,44,0,7.16,0.9613388714810934
811,56,100.38,0.1082573749363767,0.7902949833656429,-0.9835803013320711,0.9602069370400065,0.13266789437257237,0.7237206300573604,3,13,34,0,0,0,44,0,7.16,0.9579284427277022
812,56,100.38,0.1082573749363767,0.7902949833656429,-0.9835803013320711,0.9602069370400065,0.03614158024121442,0.7060925027460452,9,14,27,0,0,0,44,0,7.16,0.9579284427277022
813,57,100.38,0.10716517327901742,0.7987753916443143,-0.9840638628279635,0.9769848381277172,0.09457011363244806,0.6295721262518419,7,13,30,0,0,0,44,0,7.16,0.9550190013831537
814,57,100.38,0.10716517327901742,0.7987753916443143,-0.9840638628279635,0.9769848381277172,0.0062868861716795735,0.6996353009024558,7,19,24,0,0,0,44,0,7.16,0.9550190013831537
815,58,100.38,0.1086975783974374,0.8134714058500973,-0.9840638628279635,0.9901718446741294,-0.03308850747756473,0.6412234163242267,15,11,24,0,0,0,44,0,7.16,0.9510522686465119
816,58,100.38,0.10955922227166662,0.7944364736217485,-0.9809437200619966,0.9641850071924898,0.007236278551466604,0.5639079312318093,12,13,25,0,0,0,44,0,7.16,0.9519734538639033
817,59,100.38,0.1099181409935102,0.8014832865143957,-0.9809437200619966,0.9763942232779218,0.035974435043061026,0.5911157827054787,9,13,28,0,0,0,44,0,7.16,0.9522374150103149
818,59,100.38,0.1099181409935102,0.8014832865143957,-0.9809437200619966,0.9763942232779218,-0.07252380857478298,0.39503654127566445,18,17,15,0,0,0,44,0,7.16,0.9522374150103149
819,60,100.761444,0.11450142825784304,0.8144648590809389,-0.9960672461902016,0.9895484873519516,0.02425547755917764,0.3793646229017543,13,8,29,0,0,0,44,6,7.16,0.9529598523410273
820,60,100.761444,0.11450142825784304,0.8144648590809389,-0.9960672461902016,0.9895484873519516,-0.023793351791867225,0.3747100586618164,10,16,24,0,0,0,44,6,7.16,0.9535916721745558
821,61,100.761444,0.11776710765479603,0.8085575266330433,-0.9891759248601374,0.9608814378496887,0.21872819375216818,1.0115361080337635,2,10,35,1,2,0,44,6,7.16,0.957717292162238
822,61,100.761444,0.11776710765479603,0.8085575266330433,-0.9891759248601374,0.9608814378496887,0.18389309176462873,1.031190235995817,1,13,33,2,1,0,44,6,7.16,0.957717292162238
823,62,100.761444,0.11839639412870934,0.817256873559441,-0.9891759248601374,0.9608814378496887,0.15116787103674292,1.0306835254069566,1,13,34,1,1,0,44,6,7.16,0.9557183161700009
824,62,100.761444,0.11839639412870934,0.817256873559441,-0.9891759248601374,0.9608814378496887,0.17449422157081831,1.0140069655065598,1,15,34,0,0,0,44,6,7.16,0.9557183161700009
825,63,100.761444,0.12021319076144088,0.8217171814463883,-0.994045238823877,0.966741316895141,0.09053242657941796,0.9805045776252306,4,15,31,0,0,0,44,6,7.16,0.9540917105732871
826,63,100.761444,0.11866311231579685,0.8025719342030931,-0.9908607588485052,0.9630744636029032,0.18671976195644155,0.9667529246729512,1,13,34,0,2,0,44,6,7.16,0.9535976388185037
827,64,100.761444,0.1184457723774438,0.804143783387885,-0.9908607588485052,0.959443568715859,0.11259494053050238,0.9330210099523564,4,15,30,1,0,0,44,6,7.16,0.95407747674612
828,64,100.761444,0.1184457723774438,0.804143783387885,-0.9908607588485052,0.959443568715859,0.12528613295818417,0.9034087453286619,3,14,33,0,0,0,44,6,7.16,0.95407747674612
829,65,100.761444,0.11687087009524348,0.8061545293168138,-0.9908607588485052,0.9433102030768689,0.016181149471576207,0.8766696432318344,10,14,26,0,0,0,44,6,7.16,0.953469657841604
830,65,100.761444,0.11687087009524348,0.8061545293168138,-0.9908607588485052,0.9433102030768689,0.1115052582467172,0.8660554626775305,5,15,30,0,0,0,44,6,7.16,0.953469657841604
831,66,100.761444,0.11577658204526896,0.7952092328275532,-0.9650720893661617,0.9676480283904321,0.11363484303648452,0.8833680013093934,3,12,35,0,0,0,44,6,7.16,0.9494839244544093
832,66,100.761444,0.11577658204526896,0.7952092328275532,-0.9650720893661617,0.9676480283904321,0.043438192207610526,0.8660130993159858,7,15,28,0,0,0,44,6,7.16,0.9494839244544093
833,67,100.761444,0.11706781081746104,0.806452527326767,-0.9806200174783168,0.9640585654991581,0.06022118053854065,0.8421699616376801,6,13,31,0,0,0,44,6,7.16,0.946311417264249
834,67,100.761444,0.11706781081746104,0.806452527326767,-0.9806200174783168,0.9640585654991581,0.04678939991852248,0.4546538585677754,5,15,30,0,0,0,44,6,7.16,0.946311417264249
835,68,100.761444,0.118338070101403,0.8121749511648719,-0.9920722912222611,0.9936334385724502,0.007680982547350449,0.5878935425676023,7,15,28,0,0,0,44,6,7.16,0.946314900503577
836,68,100.761444,0.11650701545597693,0.7923560266747847,-0.9658681623453905,0.9531532266959336,0.10973270709620779,0.7226873584166204,3,16,31,0,0,0,44,6,7.16,0.9462017306109943
837,69,100.761444,0.11733163894491662,0.797124112221617,-0.9798748629416731,0.9531532266959336,0.13885123933750884,0.8656365733091183,2,15,33,0,0,0,44,6,7.16,0.9495297363562797
838,69,100.761444,0.11733163894491662,0.797124112221617,-0.9798748629416731,0.9531532266959336,0.13432825187022684,0.84561975755275,3,16,31,0,0,0,44,6,7.16,0.9499468957819104
839,70,100.761444,0.11858930022962814,0.8058259729025212,-0.990046153975007,0.9821694680865892,0.04162830728688407,0.8142540612955775,11,12,27,0,0,0,44,6,7.16,0.9541656176470976
840,70,100.761444,0.11858930022962814,0.8058259729025212,-0.990046153975007,0.9821694680865892,0.04862278570042235,0.4483998620367209,6,16,28,0,0,0,44,6,7.16,0.9541656176470976
841,71,100.761444,0.12026831064852335,0.7971221434850091,-0.9861030357430721,0.9736025410714655,0.08168384782323461,0.5850315887468884,8,14,28,0,0,0,44,6,7.16,0.9512375582039535
842,71,100.761444,0.12026831064852335,0.7971221434850091,-0.9861030357430721,0.9736025410714655,0.11499089719900096,0.6617013538335295,6,13,31,0,0,0,44,6,7.16,0.9519780264748119
843,72,100.761444,0.1223537122081645,0.801470120743593,-0.9853669721472482,0.9708834310541448,0.0066250243395761885,1.1232496115095534,11,18,21,0,0,0,44,6,7.16,0.9526699770019642
844,72,100.761444,0.1223537122081645,0.801470120743593,-0.9853669721472482,0.9708834310541448,-0.012097719699862121,0.4557904897943894,12,16,22,0,0,0,44,6,7.16,0.9526699770019642
845,73,100.761444,0.12211458858889067,0.8141445018597125,-0.9917122967227799,0.972667212226077,-0.004436577912938826,0.6322106952169807,8,16,26,0,0,0,44,6,7.16,0.9548327865461702
846,73,100.761444,0.12541675542812944,0.7890256154402822,-0.9642021292291294,0.9682991255105792,0.11937629130974259,0.9321303211653439,3,13,34,0,0,0,44,6,7.16,0.9548727035865765
847,74,100.761444,0.12311089708042018,0.7995195202386449,-0.9799369877796753,0.9840035492965572,0.02647867328654038,0.9383870307695453,13,11,26,0,0,0,44,6,7.16,0.9554253053380748
848,74,100.761444,0.12311089708042018,0.7995195202386449,-0.9799369877796753,0.9840035492965572,0.08592485862099414,0.9434099692515142,7,15,28,0,0,0,44,6,7.16,0.9554253053380748
849,75,100.761444,0.12242301581876791,0.8061823200894382,-0.9848009302932003,0.9868902021122488,0.15495220590033199,0.9779392723164465,3,13,34,0,0,0,44,6,7.16,0.9596007260162662
850,75,100.761444,0.12242301581876791,0.8061823200894382,-0.9848009302932003,0.9868902021122488,0.15903999855114043,1.2278455532718608,2,15,33,0,0,0,44,6,7.16,0.9596007260162662
851,76,100.761444,0.12616485973888453,0.7903909229271996,-0.9895924408249939,0.9931485316738701,0.2727820489676393,1.325500761868306,0,10,37,2,1,0,44,6,7.16,0.9605967693018717
852,76,100.761444,0.12616485973888453,0.7903909229271996,-0.9895924408249939,0.9931485316738701,0.1106529363345115,1.0694706127126974,4,12,34,0,0,0,44,6,7.16,0.9605967693018717
853,77,100.761444,0.12443153249861574,0.7905954715771956,-0.9895924408249939,0.9909463777342662,0.16858044765735059,1.0578466361240788,3,11,36,0,0,0,44,6,7.16,0.966098649640126
854,77,100.761444,0.12443153249861574,0.7905954715771956,-0.9895924408249939,0.9909463777342662,0.16921609506712001,1.0412604061156272,2,15,33,0,0,0,44,6,7.16,0.966098649640126
855,78,100.761444,0.12321752945083164,0.7967794657704579,-0.9895924408249939,0.9961260650705634,0.08796918993624553,1.0348811219527536,6,15,29,0,0,0,44,6,7.16,0.9663442531544142
856,78,100.761444,0.12237805784831238,0.7762901968064743,-0.9575612676363501,0.9946337502308655,0.21613696043644454,1.1887031032296096,2,12,34,0,1,1,44,6,7.16,0.9667009611551406
857,79,100.761444,0.12232033654850216,0.7767913009516099,-0.9575612676363501,0.9946337502308655,0.16113851656597472,0.8647980326034803,1,11,38,0,0,0,44,6,7.16,0.9678580930638536
858,79,100.761444,0.12232033654850216,0.7767913009516099,-0.9575612676363501,0.9946337502308655,0.14324606988234984,0.8730359829254748,2,12,36,0,0,0,44,6,7.16,0.9678580930638536
859,80,100.761444,0.12222799781488139,0.7865603794423068,-0.9686114265837172,0.9946337502308655,0.1366194603024429,0.8662184434818581,5,10,35,0,0,0,44,6,7.16,0.9660451199685006
860,80,100.761444,0.12222799781488139,0.7865603794423068,-0.9686114265837172,0.9946337502308655,0.05242574332648291,0.8562863373968188,7,14,29,0,0,0,44,6,7.16,0.9660451199685006
861,81,100.761444,0.12171587624778607,0.777241447355927,-0.9425283137851552,0.988448209026359,0.1523832252541498,0.8045415754626708,2,11,36,1,0,0,44,6,7.16,0.9626146491669598
862,81,100.761444,0.12171587624778607,0.777241447355927,-0.9425283137851552,0.988448209026359,0.188580856590859,1.240698078437282,2,12,36,0,0,0,44,6,7.12,0.9631454663549127
863,82,100.761444,0.12066908646680752,0.7886719392798451,-0.9805933840123143,0.988448209026359,0.17748764978926546,1.097984696377579,4,14,32,0,0,0,44,6,7.08,0.9579296819485237
864,82,100.761444,0.12066908646680752,0.7886719392798451,-0.9805933840123143,0.988448209026359,0.1610502768847814,1.0846640418761986,5,14,31,0,0,0,44,6,7.08,0.9579296819485237
865,83,100.761444,0.12067254851357752,0.8000866237913531,-0.9794799123836877,0.9938176979734537,0.1551649672317848,1.0658045127358489,5,13,32,0,0,0,44,6,7.08,0.9554421149866549
866,83,100.761444,0.12113300066928229,0.7809931951302985,-0.9523276269134788,0.9705721521470082,0.15020186113294307,1.2012514774124812,3,12,35,0,0,0,44,6,7.08,0.954267561424181
867,84,100.761444,0.12114297811638057,0.7838024038336718,-0.9643797715745532,0.9856282350521351,0.15054215051449585,1.1732632929598927,0,15,35,0,0,0,44,6,7.08,0.9542627664306008
868,84,100.761444,0.12114297811638057,0.7838024038336718,-0.9643797715745532,0.9856282350521351,0.1362275245820398,1.148733300313892,5,13,32,0,0,0,44,6,7.08,0.9542627664306008
869,85,100.761444,0.12049780641589485,0.7849871991519295,-0.9782048924312087,0.9799986709595129,0.1678845210360009,1.1155013200413597,3,17,30,0,0,0,44,6,7.08,0.9547869514214853
870,85,100.761444,0.12049780641589485,0.7849871991519295,-0.9782048924312087,0.9799986709595129,0.0990730667140525,1.0808333903516378,6,15,29,0,0,0,44,6,7.08,0.9557983312294128
871,86,100.761444,0.12324363761563571,0.7712855783621757,-0.9916501298450505,0.9787331563513022,0.16164659114868396,1.0220836409846572,2,15,33,0,0,0,44,6,7.08,0.957041586185733
872,86,100.761444,0.12324363761563571,0.7712855783621757,-0.9916501298450505,0.9787331563513022,0.15608422225709653,1.0136070385322107,5,11,34,0,0,0,44,6,7.08,0.957041586185733
873,87,100.761444,0.12342664251669719,0.7790054580389004,-0.9171417799925716,0.9870791982420013,0.14330025153371895,1.0196261561035662,2,17,31,0,0,0,44,6,7.08,0.9615970211053
874,87,100.761444,0.12342664251669719,0.7790054580389004,-0.9171417799925716,0.9870791982420013,0.1696429623161619,1.0318345897643444,3,13,34,0,0,0,44,6,7.08,0.9615970211053
875,88,100.761444,0.12136429092734724,0.7860359878858928,-0.9412281209188766,0.9787331563513022,0.1560037805476506,1.032721891745266,2,16,32,0,0,0,44,6,7.08,0.9592500733451829
876,88,100.761444,0.1212466374268359,0.766481421887365,-0.9253038033528712,0.9628976135049462,0.16577322137735134,1.0487191957367157,1,10,36,2,1,0,44,6,7.08,0.9580574675130084
877,89,100.761444,0.12159406733309044,0.7704128809185067,-0.9253038033528712,0.9628976135049462,0.19762405998000213,1.2971630574839017,2,11,36,1,0,0,44,6,7.08,0.9580711651284943
878,89,100.761444,0.12159406733309044,0.7704128809185067,-0.9253038033528712,0.9628976135049462,0.1402273689922425,1.028647604772448,3,10,37,0,0,0,44,6,7.08,0.9580711651284943
879,90,101.1443374872,0.11968419096976338,0.7748948403130569,-0.9253038033528712,0.9632397793144193,0.15553827089371908,1.0225504744012435,0,18,32,0,0,0,44,6,7.08,0.959186546550586
880,90,101.1443374872,0.11968419096976338,0.7748948403130569,-0.9253038033528712,0.9632397793144193,0.12068688426442589,1.0219549045983685,5,13,32,0,0,0,44,6,7.08,0.959186546550586
881,91,101.1443374872,0.12361647462439179,0.7664769307036641,-0.9322908935275745,0.962406024736412,0.18782860805241788,1.0233888980980974,3,8,36,1,2,0,44,6,7.08,0.953529091179905
882,91,101.1443374872,0.12361647462439179,0.7664769307036641,-0.9322908935275745,0.962406024736412,0.1604412360583893,1.4219525228388301,2,12,35,1,0,0,44,6,7.08,0.9546415291218181
883,92,101.1443374872,0.1239807310173037,0.7687120080350375,-0.9322908935275745,0.962406024736412,0.192093478772369,1.0544368026441635,1,14,35,0,0,0,44,6,7.08,0.9562337848464476
884,92,101.1443374872,0.1239807310173037,0.7687120080350375,-0.9322908935275745,0.962406024736412,0.2145420656843024,1.0686139318635224,1,10,38,1,0,0,44,6,7.08,0.9567731893957114
885,93,101.1443374872,0.12398794682338359,0.7710481172778826,-0.9322908935275745,0.962406024736412,0.17548224170606258,1.0826874957577126,2,12,36,0,0,0,44,6,7.08,0.958819145379638
886,93,101.1443374872,0.1265655437542465,0.7517695664508539,-0.9164205882878744,0.9612641985458643,0.3114628525437387,1.1519506185842348,0,8,34,6,2,0,44,6,7.08,0.9580272036373759
887,94,101.1443374872,0.12635974761473365,0.7513259748023909,-0.9164205882878744,0.9612641985458643,0.2681643554355411,1.124954592155885,1,10,36,1,2,0,44,6,7.08,0.9607673908617418
888,94,101.1443374872,0.12635974761473365,0.7513259748023909,-0.9164205882878744,0.9612641985458643,0.19156226779583593,1.1090212021860153,1,12,34,2,1,0,44,6,7.08,0.9607673908617418
889,95,101.1443374872,0.12596689472197709,0.750842825453093,-0.9164205882878744,0.9612641985458643,0.1820415425157323,1.0924427092391076,2,13,34,1,0,0,44,6,7.08,0.9619916304922729
890,95,101.1443374872,0.12596689472197709,0.750842825453093,-0.9164205882878744,0.9612641985458643,0.19158807492309915,1.0800769391144933,2,11,36,1,0,0,44,6,7.08,0.9619916304922729
891,96,101.1443374872,0.12291635426617875,0.7455354155291758,-0.9098310814571962,0.9498447848426106,0.2426332712176681,1.1297038483829662,0,6,37,5,2,0,44,6,7.08,0.9591017145593148
892,96,101.1443374872,0.1217292669094492,0.7489675132083092,-0.9176044060313507,0.9557227179115807,0.27127150940450023,1.1267772700577776,0,7,36,6,1,0,44,6,7.08,0.9584331392072827
893,97,101.1443374872,0.1196303136295814,0.7539351022912336,-0.9647517110238979,0.9837128420611323,0.24678608197472493,1.106844268263179,0,10,36,3,1,0,44,6,7.08,0.9574030661617606
894,97,101.1443374872,0.1196303136295814,0.7539351022912336,-0.9647517110238979,0.9837128420611323,0.19977582437951333,1.081160887476877,1,11,36,2,0,0,44,6,7.08,0.9580945127583879
895,98,101.1443374872,0.11896369868091144,0.7556771987633711,-0.9393209920222558,0.9837128420611323,0.1424400557410244,1.0545011591263682,3,14,33,0,0,0,44,6,7.08,0.9585425469586356
896,98,101.1443374872,0.12042083726412196,0.7351433472979979,-0.9032702088989665,0.9562597489679349,0.19117222542267573,1.0667476106879739,4,9,32,1,4,0,44,6,7.08,0.9574516680009316
897,99,101.1443374872,0.1197352080632128,0.734459247331866,-0.9032702088989665,0.9562597489679349,0.10393522386992936,1.0276943079289307,4,14,32,0,0,0,44,6,7.08,0.9585754021614444
898,99,101.1443374872,0.1197352080632128,0.734459247331866,-0.9032702088989665,0.9562597489679349,0.08070700659958022,0.9972610737904316,3,19,28,0,0,0,44,6,7.08,0.9585754021614444
899,100,101.1443374872,0.121462649103793,0.7485381588412571,-0.9549507080719469,0.9767245679414563,0.11859278949921222,0.971895199328033,2,18,30,0,0,0,44,6,7.08,0.955315283597427
900,100,101.1443374872,0.121462649103793,0.7485381588412571,-0.9549507080719469,0.9767245679414563,0.1189854547899924,0.9668517450433435,2,21,27,0,0,0,44,6,7.08,0.955315283597427
901,101,101.1443374872,0.12735120478405254,0.7361823460539619,-0.9790925315843766,0.9737225526930259,0.18817618722808244,1.085917888187094,1,13,34,1,1,0,44,6,7.08,0.9539654669174975
902,101,101.1443374872,0.12664876800391514,0.7398026326119367,-0.9790925315843766,0.9737225526930259,0.1455793609864285,1.0939873853344753,3,12,33,1,1,0,44,6,7.08,0.9523267131025113
903,102,101.1443374872,0.1255425455995635,0.7428656543473433,-0.9842733707143468,0.9737225526930259,0.11657350418139031,1.0916795932222159,3,12,33,1,1,0,44,6,7.08,0.9548432444934138
904,102,101.1443374872,0.1255425455995635,0.7428656543473433,-0.9842733707143468,0.9737225526930259,0.12274213466247957,1.0889543706184805,2,16,32,0,0,0,44,6,7.08,0.9569352397270058
