tick,day,cost_of_goods,opinion_mean,opinion_std,opinion_min,opinion_max,disposition_mean,disposition_max,count_quiet,count_agitated,count_flight,count_protest,count_riot,count_mob,count_employed,count_unhoused,avg_connections,homophily
733,17,100.0,0.06604270986608818,0.742171152461888,-0.9795482112258177,0.9995872966570143,-0.05450986274545695,0.487962076082591,14,17,19,0,0,0,44,0,7.48,0.9511205072134732
734,17,100.0,0.06604270986608818,0.742171152461888,-0.9795482112258177,0.9995872966570143,-0.06314533178793455,0.40362668643514865,15,13,22,0,0,0,44,0,7.48,0.9511205072134732
735,18,100.0,0.06896545728824371,0.7558227134197358,-0.9881643147846593,0.9867979389021966,0.03188818112720822,0.6441965909185537,7,18,25,0,0,0,44,0,7.4,0.952279035737087
736,18,100.0,0.06936715572631809,0.7363335992341931,-0.9607712879065379,0.9695877640605286,0.0689097052209124,0.6153487676284687,6,15,29,0,0,0,44,0,7.36,0.955125876956176
737,19,100.0,0.06775316661799156,0.7457173231206475,-0.9607712879065379,0.9950597071588457,0.06921462776098014,0.6004869189949247,7,17,26,0,0,0,44,0,7.36,0.9579145104006466
738,19,100.0,0.06775316661799156,0.7457173231206475,-0.9607712879065379,0.9950597071588457,0.08777993504562667,0.4891520481063526,3,17,30,0,0,0,44,0,7.36,0.9580169427424513
739,20,100.0,0.06689442460704076,0.7578160817187098,-0.9607712879065379,0.998752377325755,0.07586629350447077,0.5631153264208875,6,15,29,0,0,0,44,0,7.36,0.9573939742413148
740,20,100.0,0.06689442460704076,0.7578160817187098,-0.9607712879065379,0.998752377325755,0.0536118679897806,0.549509104492016,9,12,29,0,0,0,44,0,7.36,0.9576031147795194
741,21,100.0,0.0712255948813436,0.7520956612450572,-0.9843762782042269,0.9958703228107942,0.05854698191114067,0.412434456352743,5,16,29,0,0,0,44,0,7.36,0.9498677110851159
742,21,100.0,0.0712255948813436,0.7520956612450572,-0.9843762782042269,0.9958703228107942,0.01623643310300817,0.387007555973477,12,10,28,0,0,0,44,0,7.36,0.9498677110851159
743,22,100.0,0.07439144158600133,0.7628995572210469,-0.996503825533346,0.9958703228107942,0.05988781668550797,0.4895614051951348,4,15,31,0,0,0,44,0,7.36,0.9476026789154781
744,22,100.0,0.07439144158600133,0.7628995572210469,-0.996503825533346,0.9958703228107942,0.05135423297588316,0.4733142575920152,6,16,28,0,0,0,44,0,7.36,0.9478156405104304
745,23,100.0,0.07281122575855381,0.7620745223886266,-0.9516476367359011,0.9864159579196623,0.029526573245555993,0.5306970755854881,7,15,28,0,0,0,44,0,7.36,0.9540778330156872
746,23,100.0,0.0754200407912594,0.7402964820055549,-0.9305636599319156,0.9634607197368704,0.06615245186596894,0.5114352011413186,10,10,30,0,0,0,44,0,7.36,0.9548805088445687
747,24,100.0,0.0748749977396202,0.7513330321094678,-0.9372917740422928,0.9634607197368704,0.053181877908772116,0.5677028467100683,7,14,29,0,0,0,44,0,7.36,0.9547790312107608
748,24,100.0,0.0748749977396202,0.7513330321094678,-0.9372917740422928,0.9634607197368704,0.02022769640152663,0.3937197319823086,10,15,25,0,0,0,44,0,7.36,0.9547790312107608
749,25,100.0,0.07584678591824134,0.7547816537436857,-0.9372917740422928,0.9634607197368704,0.021193663032751702,0.5401183751685366,9,13,28,0,0,0,44,0,7.28,0.9579307889465947
750,25,100.0,0.07584678591824134,0.7547816537436857,-0.9372917740422928,0.9634607197368704,-0.0083930409001707,0.3989182798673593,8,18,24,0,0,0,44,0,7.28,0.9583987776576655
751,26,100.0,0.07843872438943515,0.7538769550797619,-0.9598580115620557,0.957746800173585,0.030538113654923524,0.6712508403147496,9,12,29,0,0,0,44,0,7.28,0.9554670745178117
752,26,100.0,0.07843872438943515,0.7538769550797619,-0.9598580115620557,0.957746800173585,0.01925013319460383,0.46814029623655995,10,11,29,0,0,0,44,0,7.28,0.9554670745178117
753,27,100.0,0.08102257317953993,0.764054329039892,-0.9852666728239043,0.9832671570375223,0.018180554155407935,0.751889278371071,10,15,25,0,0,0,44,0,7.28,0.9505308710215575
754,27,100.0,0.08102257317953993,0.764054329039892,-0.9852666728239043,0.9832671570375223,0.024298164839445514,0.5648519869184708,9,15,26,0,0,0,44,0,7.28,0.9505308710215575
