tick,eim_1d
1187,0.3602528890433623
1188,0.2904222665095364
1189,0.2590647397203849
1190,0.3998448479161285
1191,0.4994542793871588
1192,0.3920000666336396
1193,0.48726798937741433
1194,0.4297364365948
1195,0.4823872549024877
1196,0.42136472233464306
1197,0.3284757087626273
1198,0.2661272261495138
1199,0.40725563020863187
1200,0.5526793283294287
1201,0.4196393569711401
1202,0.28468456892690597
1203,0.39611543386783943
1204,0.4052077325409311
1205,0.2997282436064421
1206,0.3933897187527129
1207,0.41202742520584357
1208,0.5103850262691678
1209,0.6002633581737988
1210,0.6125086232530055
1211,0.5277066208714873
1212,0.538774587682533
1213,0.43776648439341015
1214,0.46260415117205134
1215,0.5411168947729195
1216,0.4614546717321195
1217,0.36369142577725033
1218,0.36878163622070503
1219,0.45008018688970286
1220,0.37652695772695477
1221,0.38861224787383075
1222,0.5110550684443138
1223,0.43874545369122187
1224,0.47037464508217086
1225,0.5662732943004376
1226,0.6020095052640864
1227,0.5481999705252549
1228,0.5624100478613123
1229,0.6039623088287553
1230,0.6399119456846141
1231,0.7412964873660268
1232,0.7326413070689957
1233,0.6160744427614764
1234,0.49937000178510704
1235,0.6065442270368033
1236,0.6932908038423207
1237,0.7187850042288246
1238,0.6252806363058192
1239,0.6637477172099346
1240,0.7392662865532698
1241,0.6385381764905413
1242,0.6624076284393341
1243,0.5713654807270985
1244,0.6118246278970836
1245,0.7098225568570238
1246,0.512409089490421
1247,0.5271890540656314
1248,0.6235475039382694
1249,0.5308608737033103
1250,0.595557020386982
1251,0.6844902250052816
1252,0.6976619383035731
1253,0.5806440022445725
1254,0.510120740851211
1255,0.5751866575330566
1256,0.654176767781125
1257,0.5943819375711639
1258,0.6133381890821135
1259,0.6628810808934067
1260,0.6800075129070899
1261,0.5500316149339444
1262,0.5587312657927082
1263,0.7098830506598137
1264,0.739858792597317
1265,0.5208191758902838
1266,0.37335780309428035
1267,0.4821158601799176
1268,0.5831126326890015
1269,0.6219929967959426
1270,0.5772181784416712
1271,0.6647756550393822
1272,0.7350151041552524
1273,0.7655694265726405
1274,0.7566967579624615
1275,0.7484423489323104
1276,0.6105209033698265
1277,0.6095863369025221
1278,0.47698071646182494
1279,0.503620154322447
1280,0.6102249439766949
1281,0.5245407382240703
1282,0.4376215902622702
1283,0.3795515477601934
1284,0.3382261223511962
1285,0.5044043825235276
1286,0.6253356486654389
1287,0.5412864575427863
1288,0.5620327814851467
1289,0.5432610363634292
1290,0.5638611242788243
1291,0.6323894450563978
1292,0.661808793194947
1293,0.4535371459645057
1294,0.2767797226317448
1295,0.19840677642165883
1296,0.2677207607575265
1297,0.1882776478151007
1298,0.30167224805468806
1299,0.5199379911529605
1300,0.6022972064185355
1301,0.6518469861228711
1302,0.6565862979466597
1303,0.668738838447162
1304,0.722835604168143
1305,0.536507561642315
1306,0.43114755781828573
1307,0.40796280726937906
1308,0.5071455970051386
1309,0.3977897154793637
1310,0.33945431926213065
1311,0.46139176697963014
1312,0.5476242125521062
1313,0.5134052855997937
1314,0.5405873565909525
1315,0.44789340737293704
1316,0.543987018418405
1317,0.4836117124650381
1318,0.4060547776188759
1319,0.5019859916857887
1320,0.6355225806383067
1321,0.6781877117181889
1322,0.6255929711878323
1323,0.6333817250418203
1324,0.5606519629588755
1325,0.4616476087328032
1326,0.5300577415619869
1327,0.4056356215460293
1328,0.4400117505973562
1329,0.5412287540675622
1330,0.5823173205256218
1331,0.6058838470609724
1332,0.5508990720451019
1333,0.513014308637963
1334,0.6446450030390238
1335,0.7053496504960268
1336,0.6955025149910354
1337,0.6916261096603358
1338,0.5600765685016098
1339,0.5626906363997077
1340,0.6224915771239221
1341,0.7385918461937242
1342,0.7866387728941922
1343,0.7924834817882156
1344,0.7694684815687833
1345,0.7851271530418342
1346,0.8348974703904835
1347,0.7597848833670913
1348,0.770957274885081
1349,0.8128437116948628
1350,0.6905361525934353
1351,0.4817229224396975
1352,0.40588162698937946
1353,0.4282455907920555
1354,0.5666304817244965
1355,0.5483123368665308
1356,0.6028000438947714
1357,0.6709708259091174
1358,0.7426237132781386
1359,0.7651722537373415
1360,0.7843507322541494
1361,0.7774184030119358
1362,0.6946259560334016
1363,0.6747071114474505
1364,0.6330734719140167
1365,0.5534963139166773
1366,0.6378840668090409
1367,0.7554842917261619
1368,0.8103487363657289
1369,0.7895656537047884
1370,0.6803706277076695
1371,0.5669577251009761
1372,0.6598221992160391
1373,0.7497955065510242
1374,0.7392534654515555
1375,0.7259370301677255
1376,0.6530625736980105
1377,0.5941805900505084
1378,0.5119742357111488
1379,0.6226395705693892
1380,0.7016202543547903
1381,0.6369018892507952
1382,0.5724651099419029
1383,0.6008447389343712
1384,0.5298990995281525
1385,0.5153771370093674
1386,0.6478522626352161
1387,0.7667617935144275
1388,0.6451996044379689
1389,0.6730894192862427
1390,0.7202091562514932
1391,0.5763143683711369
1392,0.6277136204503091
1393,0.7582808519981725
1394,0.7231261606131696
1395,0.7468934404684875
1396,0.697068039935715
1397,0.7167762182584188
1398,0.7840507275242381
1399,0.7676993929833553
1400,0.7309027301922844
1401,0.7339929254594575
1402,0.6600332754493168
1403,0.5152409160705365
1404,0.4800233250996475
1405,0.48758387290229876
1406,0.4565773415306944
1407,0.5816475518130033
1408,0.6791154841023901
1409,0.6092894734184047
1410,0.49041639105875245
1411,0.5737287208408755
1412,0.6731754690518543
1413,0.71868004116037
1414,0.7414610951344365
1415,0.8321624996781267
1416,0.844076694982782
1417,0.8329974079518743
1418,0.8309961469736566
1419,0.8213649543788475
1420,0.786500199619844
1421,0.7157297645358045
1422,0.522538244091103
1423,0.5126380846295975
1424,0.5354505023606526
1425,0.6369550053605144
1426,0.698902508320224
1427,0.7400691730544195
1428,0.8424627813658196
1429,0.795078818395488
1430,0.7058995188746819
1431,0.7791067457558238
1432,0.7212545508205317
1433,0.7092807136719212
1434,0.6739068513201238
1435,0.747983824061272
1436,0.7169518717368502
1437,0.6266322120244774
1438,0.5750280467335847
1439,0.49466293727342014
1440,0.4728725412482515
1441,0.6183943709983915
1442,0.7190763174430554
1443,0.6489075237684623
1444,0.7098711353826583
1445,0.6679234572135639
1446,0.6737455118115603
1447,0.7618844217340146
1448,0.6856963760382291
1449,0.5665844682710803
1450,0.5099234711016367
1451,0.6374519047782174
1452,0.6478594062485834
1453,0.579409163320165
1454,0.4696903076890675
1455,0.5349395165975555
1456,0.5255579537507047
1457,0.6254912146158667
1458,0.703326507654283
1459,0.6202206698510788
1460,0.5786332947372672
1461,0.5474548091196931
1462,0.6599618756099079
1463,0.719742420611222
1464,0.6646428482540765
1465,0.7395334484471547
1466,0.6937127812839297
1467,0.6776798598646168
1468,0.7227867010883142
1469,0.8048377219583582
1470,0.8368364590772612
1471,0.8279160039556395
1472,0.8798251807762223
1473,0.858890480284868
1474,0.7979477233562426
1475,0.8589437306036736
1476,0.8782640566278308
1477,0.7960194539129366
1478,0.84636581288444
1479,0.9239944431979616
1480,0.8127578757205229
1481,0.6362289722296803
1482,0.5979050684647906
1483,0.6628661620514131
1484,0.590665689168949
1485,0.6793283732462223
1486,0.683186159168218
1487,0.7314283256813621
1488,0.6814024990053513
1489,0.7150904542297347
1490,0.7816669635129321
1491,0.8069719487914258
1492,0.7254780428178167
1493,0.7961829877181787
1494,0.7098719532819153
1495,0.7284757730990712
1496,0.7939264279026794
1497,0.8156302424578306
1498,0.8266557067870892
1499,0.8523265591717963
1500,0.8597175558849932
1501,0.937414039230019
1502,0.9265676645265204
1503,0.8018876753887814
1504,0.8170917739389563
1505,0.7593128001472127
1506,0.7767373941097091
1507,0.827265034775351
1508,0.8433854578940843
1509,0.8583878892971377
1510,0.8667003234057524
1511,0.8727170552831807
1512,0.872506044791509
1513,0.8717447405525465
1514,0.8046610678652795
1515,0.8054526236775248
1516,0.8467865588592336
1517,0.9412393945495636
1518,0.9599683472902725
1519,0.9312920401142002
1520,0.8439019970541781
1521,0.9014541803475067
1522,0.8396347088161125
1523,0.8196637401196629
1524,0.759507725114626
1525,0.7545506638680912
1526,0.8337628398457426
1527,0.9311084222816062
1528,0.9515682644494614
1529,0.9773547905141886
1530,0.9827712198854204
1531,0.9622314936768672
1532,0.9484078106332505
1533,0.9387005387956591
1534,0.931337248514617
1535,0.9254454325403352
1536,1.0
1537,0.9180821644766648
1538,0.8947311225321597
1539,0.8647734206376392
1540,0.7804209493499084
1541,0.8105722342262716
1542,0.8725873102228257
1543,0.8936771906315308
1544,0.8961472933455963
1545,0.8671092521622934
1546,0.7907833056350366
1547,0.8224087515758229
1548,0.8488439767637799
1549,0.824053540050615
1550,0.8678973804885257
1551,0.804233714405791
1552,0.8173255738297704
1553,0.8624234557112929
1554,0.8766095784688162
1555,0.7669187038048002
1556,0.6557189974889406
1557,0.7160329386702453
1558,0.7883255264680147
1559,0.7850894524696708
1560,0.5962067962075748
1561,0.546731702687564
1562,0.65944306671916
1563,0.6909817885547025
1564,0.7188505549370707
1565,0.665090187335666
1566,0.7836036480352386
1567,0.7886362423327489
1568,0.6834788804920235
1569,0.6156940126596389
1570,0.5905295852636265
1571,0.5578127837540994
1572,0.5262335830735132
1573,0.517799327245428
1574,0.5089221064601879
1575,0.48763163241212504
1576,0.6034332960544053
1577,0.6982178487696775
1578,0.6374842328852166
1579,0.6660529841967409
1580,0.7601327586049489
1581,0.6517047027080813
1582,0.6777250724840174
1583,0.7449239679163839
1584,0.776716837202706
1585,0.795605271002489
1586,0.7178657775109993
1587,0.6281065380997009
1588,0.46808087253630926
1589,0.4315513680887968
1590,0.44745876937146334
1591,0.44305857669587634
1592,0.43416964964439164
1593,0.6177981334848357
1594,0.608245624345437
1595,0.5190550048861948
1596,0.4698720318066212
1597,0.44356088107423597
1598,0.42708487611676516
1599,0.41262209056317856
1600,0.540308542291982
1601,0.5264099397721469
1602,0.46861940121279844
1603,0.4378359634999138
1604,0.4483798950925366
1605,0.4554264686164775
1606,0.4768380462094408
