tick,eim_1d
302,-0.6406572680611802
303,-0.6539998394468696
304,-0.641292426624275
305,-0.704044219447926
306,-0.7337480715460939
307,-0.7630307710102368
308,-0.7620910349557102
309,-0.7807641672488106
310,-0.7485780890300602
311,-0.7098214787738123
312,-0.7128205958192015
313,-0.7696600178288118
314,-0.7943731889351519
315,-0.47391551216738237
316,-0.50554366345765
317,-0.7004661535219299
318,-0.6991536370099811
319,-0.6411282940935774
320,-0.6538475065979026
321,-0.638288109439025
322,-0.6451350894869041
323,-0.7276533397080159
324,-0.7396482633624551
325,-0.7535039416501526
326,-0.7253549171901537
327,-0.6999407197849639
328,-0.6943782426734981
329,-0.7784527558094667
330,-0.8295059038058186
331,-0.819495364802616
332,-0.7390881534041127
333,-0.7907166644803146
334,-0.7837611637488593
335,-0.8107532461004162
336,-0.8491607463004129
337,-0.9005826658043908
338,-0.8738635611177843
339,-0.8255348291731126
340,-0.8371518237321582
341,-0.839161645436806
342,-0.8907064864644877
343,-0.9153855290580563
344,-0.9527603775153985
345,-0.9017335267103566
346,-0.8656333515851384
347,-0.9054101352779256
348,-0.9304344260929209
349,-0.9112460125304132
350,-0.8848426617726413
351,-0.8664784334581311
352,-0.6960310228579817
353,-0.661322161679789
354,-0.6529593256019428
355,-0.7488414406308495
356,-0.8171822800750531
357,-0.8682918594736259
358,-0.8629120603579413
359,-0.8221274329540907
360,-0.7586197882555498
361,-0.7590241830062504
362,-0.7785952134337788
363,-0.46959368343457586
364,-0.5366191661411972
365,-0.6883373239741947
366,-0.7133540438014397
367,-0.7242947468024549
368,-0.7515919375997969
369,-0.7647381346805904
370,-0.7661690797343551
371,-0.7393117310404502
372,-0.7514904144669354
373,-0.831667517370376
374,-0.8719236183725549
375,-0.8680778045110293
376,-0.8186643192704454
377,-0.8492687453240796
378,-0.864040574099748
379,-0.8187780275843182
380,-0.6500750600169942
381,-0.7026568869792369
382,-0.7964431367018898
383,-0.4995040842826932
384,-0.5237472526297933
385,-0.6553368950950879
386,-0.6863524051651195
387,-0.748545518134082
388,-0.7926767138665117
389,-0.8159568135268239
390,-0.832031326177388
391,-0.8458409974303565
392,-0.7911647300621165
393,-0.743739338075615
394,-0.7547429911497318
395,-0.7869278784897716
396,-0.7974140715281733
397,-0.8000490114168178
398,-0.793982289658743
399,-0.7953406433887006
400,-0.49616850885013175
401,-0.5434337957394761
402,-0.6710234029362547
403,-0.7408144538276942
404,-0.7656903543209499
405,-0.7984590652590088
406,-0.7538764975058532
407,-0.7020839210596813
408,-0.7060818511052667
409,-0.7694007214107756
410,-0.7787220287114999
411,-0.7763656181659315
412,-0.818415850136821
413,-0.8208206429493229
414,-0.8384972460288832
415,-0.8411424902137026
416,-0.8114414342353797
417,-0.8177497131374385
418,-0.7809062964181797
419,-0.7773934236137205
420,-0.8001735360067908
421,-0.8503549815953741
422,-0.8320284827658262
423,-0.820835277080865
424,-0.8228057946774567
425,-0.8203452248207944
426,-0.8661935019709892
427,-0.8940148946952731
428,-0.9040674321993797
429,-0.8717018228223502
430,-0.9401689497602489
431,-0.9387532734337249
432,-0.8614881001402709
433,-0.8530701824175384
434,-0.8478513179512032
435,-0.7928760639912918
436,-0.8005404757644695
437,-0.8200391904768826
438,-0.8261120760099339
439,-0.669689723320973
440,-0.6749572016863925
441,-0.8230545861729373
442,-0.800333791190559
443,-0.7869500113970875
444,-0.7608031058105719
445,-0.8365110661523463
446,-0.8335874459498638
447,-0.8669785450950026
448,-0.9338484241780242
449,-0.9160969960726719
450,-0.8868236080621338
451,-0.8458284393617019
452,-0.8157251276433992
453,-0.8860734466443402
454,-0.8757523013805993
455,-0.8036761961065806
456,-0.7777080143279155
457,-0.788364412103272
458,-0.724531537545777
459,-0.7908691430334069
460,-0.8960710494980245
461,-0.9314376177306699
462,-0.8868076085210346
463,-0.9019787594208454
464,-0.9583603962946406
465,-0.969418708945669
466,-0.9861567662810494
467,-0.9963119208593335
468,-0.9985576638161164
469,-1.0
470,-0.9663016527229858
471,-0.9550018142191637
472,-0.9372362218153864
473,-0.9629287749716906
474,-0.9116488669951037
475,-0.9442649421027581
476,-0.6244822809562103
477,-0.6288375817767765
478,-0.7508835484583216
479,-0.8366351704953956
480,-0.7002918717719997
481,-0.7451847598573478
482,-0.8237222130137865
483,-0.8713040946843116
484,-0.8838208378879956
485,-0.8784161541748821
486,-0.8728918212471558
487,-0.8545797987979923
488,-0.8213489738806902
489,-0.8803009022034544
490,-0.9265615189770297
491,-0.8932093326123507
492,-0.8510839660344632
493,-0.8788936528978142
494,-0.9295587029155439
